"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e","","T","161","4444007","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","161","4444608","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"162","4444608","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","162","4444624","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","162","4444676","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","162","4444677","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"163","4444676","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","163","4444810","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"164","4444810","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","164","4444981","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"165","4444981","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","97","4449387","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"98","4449387","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","97","4449408","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t ","","97","4449408","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","98","4449460","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","98","4449461","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"99","4449460","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","99","4449573","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"100","4449574","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","100","4450334","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"101","4450334","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","101","4450601","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"102","4450602","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","102","4450624","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","102","4450665","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","102","4450666","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"103","4450666","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","103","4450824","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"104","4450825","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","104","4451037","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"105","4451037","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","105","4451118","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"106","4451119","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","106","4451403","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"107","4451404","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","107","4451500","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"108","4451501","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","108","4451763","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"109","4451763","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"4453542","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","i","101","4453543","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","I","","101","4454370","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","I",,"102","4454371","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","102","4454387","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","102","4462696","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","","132","4462696","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","","205","4462696","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","244","4462696","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"245","4462696","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","102","4462720","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","246","4462720","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","102","4462720","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","245","4462779","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","245","4462780","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"246","4462780","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","246","4462901","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"247","4462901","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","247","4463021","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"248","4463021","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","319","4465742","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"320","4465742","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","he","245","4465756","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","318","4465756","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","he","","245","4465757","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","320","4465821","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","320","4465822","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"321","4465821","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","321","4465943","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"322","4465943","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","322","4466075","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"323","4466075","task1.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"4504251","task1.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"4542721","task1.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"4568095","task1.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"4583958","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","358","4710034","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"359","4710034","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"4711707","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","358","4711718","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","360","4715096","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"361","4715096","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","he","320","4715111","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","359","4715111","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","he","","320","4715111","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","361","4715224","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","361","4715225","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"362","4715224","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","362","4715294","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"363","4715295","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","363","4715439","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"364","4715439","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","364","4715594","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"365","4715594","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","365","4715718","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"366","4715719","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","366","4715950","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"367","4715950","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","367","4718880","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"368","4718880","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","368","4719170","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"369","4719170","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","369","4719192","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","369","4719461","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","369","4719462","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"370","4719461","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","370","4720074","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"371","4720074","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"4721114","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","370","4721116","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","370","4721561","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"371","4721562","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","371","4721574","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","371","4721785","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","371","4721786","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"372","4721786","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"4722243","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","371","4722245","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","371","4722427","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"372","4722427","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","372","4722442","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","372","4722538","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","372","4722539","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"373","4722538","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","373","4722735","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"374","4722735","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","374","4723602","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"375","4723603","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","375","4723617","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","375","4723655","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","375","4723656","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"376","4723655","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"4724042","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","375","4724042","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","375","4724546","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"376","4724546","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","376","4724823","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"377","4724823","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","377","4724839","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","377","4724876","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","377","4724877","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"378","4724877","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","378","4725046","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"379","4725046","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","379","4725245","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"380","4725245","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","380","4725308","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"381","4725309","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","381","4725481","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"382","4725481","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","382","4725712","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"383","4725712","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","383","4725921","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"384","4725922","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","384","4726011","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"385","4726011","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","385","4726231","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"386","4726231","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","386","4726246","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","386","4726460","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","386","4726461","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"387","4726461","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","387","4726688","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"388","4726688","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","388","4726848","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"389","4726849","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","389","4726982","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"390","4726982","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","390","4727159","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"391","4727160","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","391","4727181","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","391","4727252","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","391","4727253","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"392","4727252","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","392","4727449","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"393","4727450","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","393","4727589","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"394","4727590","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","394","4727707","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"395","4727707","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","395","4728442","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"396","4728443","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","396","4728460","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","396","4728666","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","396","4728667","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"397","4728666","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","397","4728789","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"398","4728790","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","398","4728970","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"399","4728971","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","399","4729070","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"400","4729070","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","400","4729333","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"401","4729333","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","401","4729498","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"402","4729498","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","402","4729647","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"403","4729647","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","403","4729758","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"404","4729758","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","404","4729780","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","404","4729903","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","404","4729904","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"405","4729904","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","405","4729945","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"406","4729946","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","406","4730186","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"407","4730186","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","407","4730279","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"408","4730280","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","408","4730418","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"409","4730419","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","409","4730648","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"410","4730648","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","410","4730844","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"411","4730844","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","411","4730962","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"412","4730962","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","412","4731106","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"413","4731106","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","413","4731124","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","413","4731330","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","413","4731331","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"414","4731330","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","414","4731571","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"415","4731572","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","415","4731724","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"416","4731725","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","416","4735821","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"417","4735821","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","417","4736330","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"418","4736331","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","418","4736353","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","418","4736457","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","418","4736458","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"419","4736458","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","419","4736574","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"420","4736575","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","420","4736687","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"421","4736687","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","421","4736975","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"422","4736976","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","422","4736997","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","422","4737166","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","422","4737167","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"423","4737166","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","423","4737299","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"424","4737299","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","424","4737815","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"425","4737816","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","425","4738053","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"426","4738054","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","426","4738280","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"427","4738281","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","427","4738407","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"428","4738408","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","428","4738689","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"429","4738689","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","429","4738805","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"430","4738805","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","430","4738964","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"431","4738964","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","431","4739091","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"432","4739092","task1.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"4741150","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","483","4741154","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","483","4742837","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"484","4742838","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","484","4743781","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"485","4743781","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","","alculation","422","4743797","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","422","4743798","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","476","4743797","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","422","4743797","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","alculation","","422","4743798","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","485","4743970","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","485","4743971","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"486","4743971","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","486","4744047","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"487","4744047","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","487","4744169","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"488","4744169","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","488","4744335","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"489","4744335","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","489","4744404","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"490","4744404","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","490","4744661","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"491","4744661","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","491","4746834","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"492","4746834","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","492","4748295","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"493","4748295","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","493","4748309","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","493","4748518","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","493","4748519","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"494","4748518","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","494","4748756","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"495","4748757","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","b","","495","4748910","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","b",,"496","4748911","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","496","4749032","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"497","4749033","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","497","4749127","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"498","4749128","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","498","4749267","task1.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"499","4749268","task1.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","499","4749488","task1.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"500","4749488","task1.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","500","4749515","task1.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","500","4749609","task1.py","1.1.2 for 2021-2022 @t1","0"
